Station,Date,Time,H2S
104,3/15/2009,0:20,36.33
104,3/15/2009,0:40,36.6
104,3/15/2009,1:00,33.62
104,3/15/2009,1:20,35.15
104,3/15/2009,1:40,36.16
104,3/15/2009,2:00,28.68
104,3/15/2009,2:20,26.36
104,3/15/2009,2:40,36.14
104,3/15/2009,3:00,27.67
104,3/15/2009,3:20,28.2
104,3/15/2009,3:40,17.71
104,3/15/2009,4:00,8.62
104,3/15/2009,4:20,7.05
104,3/15/2009,4:40,7.2
104,3/15/2009,5:00,8.45
104,3/15/2009,5:20,9.17
104,3/15/2009,5:40,14.45
104,3/15/2009,6:00,13.68
104,3/15/2009,6:20,8.07
104,3/15/2009,6:40,9.25
104,3/15/2009,7:00,7.57
104,3/15/2009,7:20,6.06
104,3/15/2009,7:40,5.76
104,3/15/2009,8:00,6.22
104,3/15/2009,8:20,5.57
104,3/15/2009,8:40,5.13
104,3/15/2009,9:00,5
104,3/15/2009,9:20,4.57
104,3/15/2009,9:40,4.28
104,3/15/2009,10:00,4.05
104,3/15/2009,10:20,3.72
104,3/15/2009,10:40,3.43
104,3/15/2009,11:00,3.71
104,3/15/2009,11:20,3.43
104,3/15/2009,11:40,3.16
104,3/15/2009,12:00,3.34
104,3/15/2009,12:20,3.32
104,3/15/2009,12:40,3.45
104,3/15/2009,13:00,3.48
104,3/15/2009,13:20,5.31
104,3/15/2009,13:40,6.24
104,3/15/2009,14:00,2.93
104,3/15/2009,14:20,4.1
104,3/15/2009,14:40,6.16
104,3/15/2009,15:00,14.07
104,3/15/2009,15:20,12.63
104,3/15/2009,15:40,11.13
104,3/15/2009,16:00,14.82
104,3/15/2009,16:20,12.54
104,3/15/2009,16:40,13.01
104,3/15/2009,17:00,11.16
104,3/15/2009,17:20,12.34
104,3/15/2009,17:40,12.09
104,3/15/2009,18:00,12.92
104,3/15/2009,18:20,20.61
104,3/15/2009,18:40,13.32
104,3/15/2009,19:00,13.65
104,3/15/2009,19:20,8.54
104,3/15/2009,19:40,10.54
104,3/15/2009,20:00,5.15
104,3/15/2009,20:20,4.8
104,3/15/2009,20:40,12.55
104,3/15/2009,21:00,6.59
104,3/15/2009,21:20,8.59
104,3/15/2009,21:40,6.98
104,3/15/2009,22:00,10.07
104,3/15/2009,22:20,7.74
104,3/15/2009,22:40,2.57
104,3/15/2009,23:00,5.35
104,3/15/2009,23:20,8.39
104,3/15/2009,23:40,4.33
104,3/16/2009,0:00,3
104,3/16/2009,0:20,4.22
104,3/16/2009,0:40,1.78
104,3/16/2009,1:00,3.07
104,3/16/2009,1:20,8.84
104,3/16/2009,1:40,2.31
104,3/16/2009,2:00,3.64
104,3/16/2009,2:20,6.86
104,3/16/2009,2:40,9.42
104,3/16/2009,3:00,6.58
104,3/16/2009,3:20,8.67
104,3/16/2009,3:40,12.13
104,3/16/2009,4:00,2.22
104,3/16/2009,4:20,2.04
104,3/16/2009,4:40,1.66
104,3/16/2009,5:00,5.13
104,3/16/2009,5:20,11.31
104,3/16/2009,5:40,11.38
104,3/16/2009,6:00,3.24
104,3/16/2009,6:20,2.81
104,3/16/2009,6:40,2.34
104,3/16/2009,7:00,1.17
104,3/16/2009,7:20,1.61
104,3/16/2009,7:40,1.47
104,3/16/2009,8:00,1.56
104,3/16/2009,8:20,2.19
104,3/16/2009,8:40,2.72
104,3/16/2009,9:00,3.75
104,3/16/2009,9:20,5.73
104,3/16/2009,9:40,5.41
104,3/16/2009,10:00,4
104,3/16/2009,10:20,7.33
104,3/16/2009,10:40,1.99
104,3/16/2009,11:00,1.14
104,3/16/2009,11:20,1.7
104,3/16/2009,11:40,2.77
104,3/16/2009,12:00,2.66
104,3/16/2009,12:20,1.86
104,3/16/2009,12:40,2.15
104,3/16/2009,13:00,2.12
104,3/16/2009,13:20,1.86
104,3/16/2009,13:40,2.38
104,3/16/2009,14:00,2.39
104,3/16/2009,14:20,1.77
104,3/16/2009,14:40,2.62
104,3/16/2009,15:00,2.67
104,3/16/2009,15:20,2.67
104,3/16/2009,15:40,3.02
104,3/16/2009,16:00,4.85
104,3/16/2009,16:20,4.33
104,3/16/2009,16:40,3.68
104,3/16/2009,17:00,4.95
104,3/16/2009,17:20,4.34
104,3/16/2009,17:40,7.23
104,3/16/2009,18:00,7.69
104,3/16/2009,18:20,12.79
104,3/16/2009,18:40,18.61
104,3/16/2009,19:00,24.26
104,3/16/2009,19:20,31.13
104,3/16/2009,19:40,39.04
104,3/16/2009,20:00,45.56
104,3/16/2009,20:20,19.57
104,3/16/2009,20:40,11.78
104,3/16/2009,21:00,28.22
104,3/16/2009,21:20,39.95
104,3/16/2009,21:40,38.97
104,3/16/2009,22:00,20.8
104,3/16/2009,22:20,15.37
104,3/16/2009,22:40,3.94
104,3/16/2009,23:00,4.82
104,3/16/2009,23:20,5.21
104,3/16/2009,23:40,6.7
104,3/17/2009,0:00,6.98
104,3/17/2009,0:20,7.2
104,3/17/2009,0:40,16
104,3/17/2009,1:00,8.89
104,3/17/2009,1:20,8.97
104,3/17/2009,1:40,8.58
104,3/17/2009,2:00,11.95
104,3/17/2009,2:20,15.99
104,3/17/2009,2:40,19.69
104,3/17/2009,3:00,15.03
104,3/17/2009,3:20,14.38
104,3/17/2009,3:40,18.79
104,3/17/2009,4:00,19.16
104,3/17/2009,4:20,12.96
104,3/17/2009,4:40,3.13
104,3/17/2009,5:00,14.26
104,3/17/2009,5:20,9.27
104,3/17/2009,5:40,5.03
104,3/17/2009,6:00,3.33
104,3/17/2009,6:20,4.91
104,3/17/2009,6:40,3.85
104,3/17/2009,7:00,17.75
104,3/17/2009,7:20,22.8
104,3/17/2009,7:40,0.79
104,3/17/2009,8:00,
104,3/17/2009,8:20,1.66
104,3/17/2009,8:40,1.93
104,3/17/2009,9:00,7.88
104,3/17/2009,9:20,2.62
104,3/17/2009,9:40,
104,3/17/2009,10:00,
104,3/17/2009,10:20,
104,3/17/2009,10:40,
104,3/17/2009,11:00,
104,3/17/2009,11:20,
104,3/17/2009,11:40,
104,3/17/2009,12:00,
104,3/17/2009,12:20,
104,3/17/2009,12:40,
104,3/17/2009,13:00,
104,3/17/2009,13:20,
104,3/17/2009,13:40,
104,3/17/2009,14:00,
104,3/17/2009,14:20,
104,3/17/2009,14:40,
104,3/17/2009,15:00,
104,3/17/2009,15:20,
104,3/17/2009,15:40,
104,3/17/2009,16:00,
104,3/17/2009,16:20,
104,3/17/2009,16:40,
104,3/17/2009,17:00,
104,3/17/2009,17:20,
104,3/17/2009,17:40,
104,3/17/2009,18:00,
104,3/17/2009,18:20,
104,3/17/2009,18:40,
104,3/17/2009,19:00,
104,3/17/2009,19:20,
104,3/17/2009,19:40,
104,3/17/2009,20:00,
104,3/17/2009,20:20,
104,3/17/2009,20:40,0.1
104,3/17/2009,21:00,0.13
104,3/17/2009,21:20,0.23
104,3/17/2009,21:40,0.72
104,3/17/2009,22:00,0.12
104,3/17/2009,22:20,
104,3/17/2009,22:40,
104,3/17/2009,23:00,0.16
104,3/17/2009,23:20,0.15
104,3/17/2009,23:40,
104,3/18/2009,0:00,
104,3/18/2009,0:20,
104,3/18/2009,0:40,
104,3/18/2009,1:00,
104,3/18/2009,1:20,0.07
104,3/18/2009,1:40,
104,3/18/2009,2:00,
104,3/18/2009,2:20,
104,3/18/2009,2:40,
104,3/18/2009,3:00,
104,3/18/2009,3:20,
104,3/18/2009,3:40,
104,3/18/2009,4:00,
104,3/18/2009,4:20,
104,3/18/2009,4:40,
104,3/18/2009,5:00,
104,3/18/2009,5:20,
104,3/18/2009,5:40,
104,3/18/2009,6:00,
104,3/18/2009,6:20,
104,3/18/2009,6:40,
104,3/18/2009,7:00,0.07
104,3/18/2009,7:20,0.2
104,3/18/2009,7:40,0.16
104,3/18/2009,8:00,0.09
104,3/18/2009,8:20,0.48
104,3/18/2009,8:40,0.74
104,3/18/2009,9:00,1.45
104,3/18/2009,9:20,1.82
104,3/18/2009,9:40,1.82
104,3/18/2009,10:00,0.47
104,3/18/2009,10:20,0.59
104,3/18/2009,10:40,
104,3/18/2009,11:00,
104,3/18/2009,11:20,
104,3/18/2009,11:40,
104,3/18/2009,12:00,
104,3/18/2009,12:20,
104,3/18/2009,12:40,
104,3/18/2009,13:00,
104,3/18/2009,13:20,
104,3/18/2009,13:40,
104,3/18/2009,14:00,
104,3/18/2009,14:20,
104,3/18/2009,14:40,
104,3/18/2009,15:00,
104,3/18/2009,15:20,0.21
104,3/18/2009,15:40,0.28
104,3/18/2009,16:00,0.22
104,3/18/2009,16:20,0.17
104,3/18/2009,16:40,0.02
104,3/18/2009,17:00,0.13
104,3/18/2009,17:20,0.25
104,3/18/2009,17:40,0.24
104,3/18/2009,18:00,0.11
104,3/18/2009,18:20,0.22
104,3/18/2009,18:40,0.29
104,3/18/2009,19:00,0.33
104,3/18/2009,19:20,0.33
104,3/18/2009,19:40,0.28
104,3/18/2009,20:00,0.35
104,3/18/2009,20:20,0.27
104,3/18/2009,20:40,0.12
104,3/18/2009,21:00,0.22
104,3/18/2009,21:20,0.2
104,3/18/2009,21:40,0.25
104,3/18/2009,22:00,0.77
104,3/18/2009,22:20,0.66
104,3/18/2009,22:40,0.23
104,3/18/2009,23:00,0.08
104,3/18/2009,23:20,0.07
104,3/18/2009,23:40,0.14
104,3/19/2009,0:00,0.09
104,3/19/2009,0:20,0.94
104,3/19/2009,0:40,1.45
104,3/19/2009,1:00,1.01
104,3/19/2009,1:20,0.42
104,3/19/2009,1:40,0.36
104,3/19/2009,2:00,0.72
104,3/19/2009,2:20,0.68
104,3/19/2009,2:40,0.43
104,3/19/2009,3:00,0.09
104,3/19/2009,3:20,39.91
104,3/19/2009,3:40,6.61
104,3/19/2009,4:00,0.31
104,3/19/2009,4:20,0.24
104,3/19/2009,4:40,0.16
104,3/19/2009,5:00,0.3
104,3/19/2009,5:20,0.11
104,3/19/2009,5:40,0.11
104,3/19/2009,6:00,3
104,3/19/2009,6:20,154.38
104,3/19/2009,6:40,158.98
104,3/19/2009,7:00,60.85
104,3/19/2009,7:20,11.3
104,3/19/2009,7:40,1.19
104,3/19/2009,8:00,0.97
104,3/19/2009,8:20,0.56
104,3/19/2009,8:40,0.52
104,3/19/2009,9:00,0.65
104,3/19/2009,9:20,0.58
104,3/19/2009,9:40,0.51
104,3/19/2009,10:00,0.78
104,3/19/2009,10:20,0.07
104,3/19/2009,10:40,
104,3/19/2009,11:00,
104,3/19/2009,11:20,0.08
104,3/19/2009,11:40,0.07
104,3/19/2009,12:00,0.2
104,3/19/2009,12:20,0.07
104,3/19/2009,12:40,0.07
104,3/19/2009,13:00,0.2
104,3/19/2009,13:20,0.23
104,3/19/2009,13:40,0.24
104,3/19/2009,14:00,0.22
104,3/19/2009,14:20,0.25
104,3/19/2009,14:40,0.06
104,3/19/2009,15:00,0.23
104,3/19/2009,15:20,0.24
104,3/19/2009,15:40,0.34
104,3/19/2009,16:00,0.22
104,3/19/2009,16:20,0.35
104,3/19/2009,16:40,0.2
104,3/19/2009,17:00,0.12
104,3/19/2009,17:20,0.31
104,3/19/2009,17:40,0.21
104,3/19/2009,18:00,0.16
104,3/19/2009,18:20,0.21
104,3/19/2009,18:40,0.15
104,3/19/2009,19:00,0.5
104,3/19/2009,19:20,2.16
104,3/19/2009,19:40,0.99
104,3/19/2009,20:00,0.82
104,3/19/2009,20:20,45.55
104,3/19/2009,20:40,47.24
104,3/19/2009,21:00,46.98
104,3/19/2009,21:20,45.58
104,3/19/2009,21:40,40.73
104,3/19/2009,22:00,37.99
104,3/19/2009,22:20,42.08
104,3/19/2009,22:40,29.93
104,3/19/2009,23:00,26.13
104,3/19/2009,23:20,29.76
104,3/19/2009,23:40,21.75
104,3/20/2009,0:00,49.82
104,3/20/2009,0:20,41.81
104,3/20/2009,0:40,34.62
104,3/20/2009,1:00,37.58
104,3/20/2009,1:20,24.18
104,3/20/2009,1:40,27.32
104,3/20/2009,2:00,35.02
104,3/20/2009,2:20,38.88
104,3/20/2009,2:40,37.56
104,3/20/2009,3:00,36.21
104,3/20/2009,3:20,26.81
104,3/20/2009,3:40,29.48
104,3/20/2009,4:00,14.84
104,3/20/2009,4:20,32.44
104,3/20/2009,4:40,27.26
104,3/20/2009,5:00,27.79
104,3/20/2009,5:20,31.67
104,3/20/2009,5:40,32.23
104,3/20/2009,6:00,31.54
104,3/20/2009,6:20,28.76
104,3/20/2009,6:40,11.44
104,3/20/2009,7:00,20.17
104,3/20/2009,7:20,15.35
104,3/20/2009,7:40,35.05
104,3/20/2009,8:00,32.2
104,3/20/2009,8:20,23.13
104,3/20/2009,8:40,7.19
104,3/20/2009,9:00,1.38
104,3/20/2009,9:20,0.97
104,3/20/2009,9:40,0.83
104,3/20/2009,10:00,0.77
104,3/20/2009,10:20,1.47
104,3/20/2009,10:40,1.74
104,3/20/2009,11:00,1.72
104,3/20/2009,11:20,1.08
104,3/20/2009,11:40,0.93
104,3/20/2009,12:00,2.11
104,3/20/2009,12:20,2.45
104,3/20/2009,12:40,2.25
104,3/20/2009,13:00,0.84
104,3/20/2009,13:20,0.89
104,3/20/2009,13:40,0.89
104,3/20/2009,14:00,0.98
104,3/20/2009,14:20,0.74
104,3/20/2009,14:40,0.87
104,3/20/2009,15:00,0.83
104,3/20/2009,15:20,0.76
104,3/20/2009,15:40,0.77
104,3/20/2009,16:00,0.84
104,3/20/2009,16:20,0.76
104,3/20/2009,16:40,0.81
104,3/20/2009,17:00,0.99
104,3/20/2009,17:20,0.83
104,3/20/2009,17:40,3.61
104,3/20/2009,18:00,3.61
104,3/20/2009,18:20,8.48
104,3/20/2009,18:40,10.2
104,3/20/2009,19:00,16.66
104,3/20/2009,19:20,18.49
104,3/20/2009,19:40,19.5
104,3/20/2009,20:00,32.49
104,3/20/2009,20:20,55.45
104,3/20/2009,20:40,126.64
104,3/20/2009,21:00,92.37
104,3/20/2009,21:20,112.05
104,3/20/2009,21:40,94.76
104,3/20/2009,22:00,115.28
104,3/20/2009,22:20,105.16
104,3/20/2009,22:40,79.55
104,3/20/2009,23:00,39.7
104,3/20/2009,23:20,25.98
104,3/20/2009,23:40,13.98
104,3/21/2009,0:00,16.85
104,3/21/2009,0:20,24.26
104,3/21/2009,0:40,20.6
104,3/21/2009,1:00,24.27
104,3/21/2009,1:20,66.86
104,3/21/2009,1:40,48.16
104,3/21/2009,2:00,32.93
104,3/21/2009,2:20,65.23
104,3/21/2009,2:40,32.66
104,3/21/2009,3:00,27.37
104,3/21/2009,3:20,23.08
104,3/21/2009,3:40,23.28
104,3/21/2009,4:00,35.36
104,3/21/2009,4:20,54.61
104,3/21/2009,4:40,43.51
104,3/21/2009,5:00,39.66
104,3/21/2009,5:20,25.33
104,3/21/2009,5:40,25.24
104,3/21/2009,6:00,26.39
104,3/21/2009,6:20,29.33
104,3/21/2009,6:40,21.14
104,3/21/2009,7:00,21.33
104,3/21/2009,7:20,19.98
104,3/21/2009,7:40,18.74
104,3/21/2009,8:00,28.45
104,3/21/2009,8:20,8.06
104,3/21/2009,8:40,11.72
104,3/21/2009,9:00,47.89
104,3/21/2009,9:20,38.87
104,3/21/2009,9:40,25.72
104,3/21/2009,10:00,46.15
104,3/21/2009,10:20,24.01
104,3/21/2009,10:40,11.35
104,3/21/2009,11:00,8.78
104,3/21/2009,11:20,7.88
104,3/21/2009,11:40,1.07
104,3/21/2009,12:00,1.26
104,3/21/2009,12:20,1.33
104,3/21/2009,12:40,1.11
104,3/21/2009,13:00,1.12
104,3/21/2009,13:20,1.07
104,3/21/2009,13:40,0.85
104,3/21/2009,14:00,1.05
104,3/21/2009,14:20,1.07
104,3/21/2009,14:40,1.24
104,3/21/2009,15:00,1.07
104,3/21/2009,15:20,1.01
104,3/21/2009,15:40,1.1
104,3/21/2009,16:00,1.24
104,3/21/2009,16:20,1.36
104,3/21/2009,16:40,1.29
104,3/21/2009,17:00,1.2
104,3/21/2009,17:20,1.41
104,3/21/2009,17:40,1.33
104,3/21/2009,18:00,1.12
104,3/21/2009,18:20,1.11
104,3/21/2009,18:40,1.12
104,3/21/2009,19:00,1.26
104,3/21/2009,19:20,1.35
104,3/21/2009,19:40,1.31
104,3/21/2009,20:00,1.12
104,3/21/2009,20:20,1.29
104,3/21/2009,20:40,1.22
104,3/21/2009,21:00,1.1
104,3/21/2009,21:20,1.1
104,3/21/2009,21:40,1.05
104,3/21/2009,22:00,1.19
104,3/21/2009,22:20,1.44
104,3/21/2009,22:40,1.18
104,3/21/2009,23:00,1.24
104,3/21/2009,23:20,1.1
104,3/21/2009,23:40,1.34
104,3/22/2009,0:00,1.63
104,3/22/2009,0:20,1.36
104,3/22/2009,0:40,1.36
104,3/22/2009,1:00,1.28
104,3/22/2009,1:20,1.38
104,3/22/2009,1:40,1.21
104,3/22/2009,2:00,1.19
104,3/22/2009,2:20,1.1
104,3/22/2009,2:40,1.21
104,3/22/2009,3:00,1.48
104,3/22/2009,3:20,1.39
104,3/22/2009,3:40,1.36
104,3/22/2009,4:00,1.38
104,3/22/2009,4:20,1.99
104,3/22/2009,4:40,2.34
104,3/22/2009,5:00,1.47
104,3/22/2009,5:20,2.28
104,3/22/2009,5:40,1.7
104,3/22/2009,6:00,1.58
104,3/22/2009,6:20,1.47
104,3/22/2009,6:40,1.46
104,3/22/2009,7:00,1.51
104,3/22/2009,7:20,1.5
104,3/22/2009,7:40,1.64
104,3/22/2009,8:00,1.52
104,3/22/2009,8:20,1.5
104,3/22/2009,8:40,1.44
104,3/22/2009,9:00,1.58
104,3/22/2009,9:20,2.23
104,3/22/2009,9:40,1.88
104,3/22/2009,10:00,1.43
104,3/22/2009,10:20,1.32
104,3/22/2009,10:40,1.55
104,3/22/2009,11:00,1.36
104,3/22/2009,11:20,1.42
104,3/22/2009,11:40,1.61
104,3/22/2009,12:00,1.65
104,3/22/2009,12:20,1.85
104,3/22/2009,12:40,2.2
104,3/22/2009,13:00,1.98
104,3/22/2009,13:20,2.05
104,3/22/2009,13:40,2.11
104,3/22/2009,14:00,1.9
104,3/22/2009,14:20,1.88
104,3/22/2009,14:40,1.77
104,3/22/2009,15:00,2.14
104,3/22/2009,15:20,2.37
104,3/22/2009,15:40,1.95
104,3/22/2009,16:00,1.78
104,3/22/2009,16:20,1.99
104,3/22/2009,16:40,2.35
104,3/22/2009,17:00,2.28
104,3/22/2009,17:20,2.38
104,3/22/2009,17:40,2.3
104,3/22/2009,18:00,2.58
104,3/22/2009,18:20,2.09
104,3/22/2009,18:40,2.38
104,3/22/2009,19:00,2.45
104,3/22/2009,19:20,2.49
104,3/22/2009,19:40,5.44
104,3/22/2009,20:00,2.62
104,3/22/2009,20:20,1.97
104,3/22/2009,20:40,1.95
104,3/22/2009,21:00,2.3
104,3/22/2009,21:20,5.24
104,3/22/2009,21:40,2.86
104,3/22/2009,22:00,2.94
104,3/22/2009,22:20,7.72
104,3/22/2009,22:40,14.55
104,3/22/2009,23:00,12.23
104,3/22/2009,23:20,10.9
104,3/22/2009,23:40,8.87
104,3/23/2009,0:00,8.76
104,3/23/2009,0:20,4.62
104,3/23/2009,0:40,2.39
104,3/23/2009,1:00,3.07
104,3/23/2009,1:20,5.94
104,3/23/2009,1:40,5.48
104,3/23/2009,2:00,2.89
104,3/23/2009,2:20,2.31
104,3/23/2009,2:40,2.43
104,3/23/2009,3:00,4.04
104,3/23/2009,3:20,2.13
104,3/23/2009,3:40,2.33
104,3/23/2009,4:00,1.89
104,3/23/2009,4:20,1.87
104,3/23/2009,4:40,1.97
104,3/23/2009,5:00,1.94
104,3/23/2009,5:20,1.79
104,3/23/2009,5:40,1.87
104,3/23/2009,6:00,1.81
104,3/23/2009,6:20,1.88
104,3/23/2009,6:40,1.81
104,3/23/2009,7:00,1.72
104,3/23/2009,7:20,1.79
104,3/23/2009,7:40,1.71
104,3/23/2009,8:00,1.95
104,3/23/2009,8:20,2.05
104,3/23/2009,8:40,1.87
104,3/23/2009,9:00,1.76
104,3/23/2009,9:20,1.84
104,3/23/2009,9:40,1.91
104,3/23/2009,10:00,1.86
104,3/23/2009,10:20,1.86
104,3/23/2009,10:40,1.75
104,3/23/2009,11:00,1.67
104,3/23/2009,11:20,1.55
104,3/23/2009,11:40,1.48
104,3/23/2009,12:00,1.58
104,3/23/2009,12:20,1.51
104,3/23/2009,12:40,1.63
104,3/23/2009,13:00,1.79
104,3/23/2009,13:20,1.7
104,3/23/2009,13:40,1.57
104,3/23/2009,14:00,1.55
104,3/23/2009,14:20,1.55
104,3/23/2009,14:40,1.64
104,3/23/2009,15:00,1.6
104,3/23/2009,15:20,1.77
104,3/23/2009,15:40,1.8
104,3/23/2009,16:00,1.68
104,3/23/2009,16:20,1.82
104,3/23/2009,16:40,1.59
104,3/23/2009,17:00,1.73
104,3/23/2009,17:20,1.66
104,3/23/2009,17:40,1.62
104,3/23/2009,18:00,1.63
104,3/23/2009,18:20,1.59
104,3/23/2009,18:40,1.69
104,3/23/2009,19:00,1.78
104,3/23/2009,19:20,1.83
104,3/23/2009,19:40,1.71
104,3/23/2009,20:00,1.63
104,3/23/2009,20:20,3.5
104,3/23/2009,20:40,52.24
104,3/23/2009,21:00,142.04
104,3/23/2009,21:20,19.37
104,3/23/2009,21:40,9.21
104,3/23/2009,22:00,4.93
104,3/23/2009,22:20,75.1
104,3/23/2009,22:40,81.47
104,3/23/2009,23:00,113.4
104,3/23/2009,23:20,122.23
104,3/23/2009,23:40,347.05
104,3/24/2009,0:00,313.27
104,3/24/2009,0:20,268.12
104,3/24/2009,0:40,190.68
104,3/24/2009,1:00,181.73
104,3/24/2009,1:20,91.85
104,3/24/2009,1:40,21.29
104,3/24/2009,2:00,4.57
104,3/24/2009,2:20,2.14
104,3/24/2009,2:40,2.82
104,3/24/2009,3:00,48.51
104,3/24/2009,3:20,98.48
104,3/24/2009,3:40,135.95
104,3/24/2009,4:00,149.36
104,3/24/2009,4:20,156.09
104,3/24/2009,4:40,36.42
104,3/24/2009,5:00,14.45
104,3/24/2009,5:20,51.73
104,3/24/2009,5:40,75.89
104,3/24/2009,6:00,84.25
104,3/24/2009,6:20,88.85
104,3/24/2009,6:40,135.17
104,3/24/2009,7:00,77.17
104,3/24/2009,7:20,69.21
104,3/24/2009,7:40,79.28
104,3/24/2009,8:00,37.73
104,3/24/2009,8:20,19.73
104,3/24/2009,8:40,28.58
104,3/24/2009,9:00,25.02
104,3/24/2009,9:20,7.29
104,3/24/2009,9:40,3.22
104,3/24/2009,10:00,2.95
104,3/24/2009,10:20,2.74
104,3/24/2009,10:40,2.72
104,3/24/2009,11:00,2.69
104,3/24/2009,11:20,2.79
104,3/24/2009,11:40,2.87
104,3/24/2009,12:00,2.83
104,3/24/2009,12:20,2.48
104,3/24/2009,12:40,2.46
104,3/24/2009,13:00,2.52
104,3/24/2009,13:20,2.66
104,3/24/2009,13:40,2.6
104,3/24/2009,14:00,2.75
104,3/24/2009,14:20,2.68
104,3/24/2009,14:40,2.63
104,3/24/2009,15:00,2.76
104,3/24/2009,15:20,2.84
104,3/24/2009,15:40,2.92
104,3/24/2009,16:00,3.06
104,3/24/2009,16:20,3.3
104,3/24/2009,16:40,3.48
104,3/24/2009,17:00,3.96
104,3/24/2009,17:20,3.98
104,3/24/2009,17:40,4.65
104,3/24/2009,18:00,3.71
104,3/24/2009,18:20,2.75
104,3/24/2009,18:40,2.83
104,3/24/2009,19:00,2.78
104,3/24/2009,19:20,2.61
104,3/24/2009,19:40,2.72
104,3/24/2009,20:00,2.89
104,3/24/2009,20:20,4.68
104,3/24/2009,20:40,7.91
104,3/24/2009,21:00,8.55
104,3/24/2009,21:20,16.39
104,3/24/2009,21:40,20.18
104,3/24/2009,22:00,4.08
104,3/24/2009,22:20,3
104,3/24/2009,22:40,3.09
104,3/24/2009,23:00,2.98
104,3/24/2009,23:20,2.77
104,3/24/2009,23:40,2.83
104,3/25/2009,0:00,2.94
104,3/25/2009,0:20,2.93
104,3/25/2009,0:40,2.82
104,3/25/2009,1:00,2.88
104,3/25/2009,1:20,3.46
104,3/25/2009,1:40,3
104,3/25/2009,2:00,2.93
104,3/25/2009,2:20,2.98
104,3/25/2009,2:40,3.49
104,3/25/2009,3:00,3.05
104,3/25/2009,3:20,5.17
104,3/25/2009,3:40,3.87
104,3/25/2009,4:00,2.99
104,3/25/2009,4:20,2.9
104,3/25/2009,4:40,2.96
104,3/25/2009,5:00,3.03
104,3/25/2009,5:20,2.81
104,3/25/2009,5:40,2.88
104,3/25/2009,6:00,2.83
104,3/25/2009,6:20,3.44
104,3/25/2009,6:40,5.27
104,3/25/2009,7:00,7.67
104,3/25/2009,7:20,8.43
104,3/25/2009,7:40,6.1
104,3/25/2009,8:00,9.69
104,3/25/2009,8:20,3.86
104,3/25/2009,8:40,3.47
104,3/25/2009,9:00,3.43
104,3/25/2009,9:20,9.56
104,3/25/2009,9:40,5.86
104,3/25/2009,10:00,2.39
104,3/25/2009,10:20,2.41
104,3/25/2009,10:40,2.39
104,3/25/2009,11:00,2.44
104,3/25/2009,11:20,2.42
104,3/25/2009,11:40,2.66
104,3/25/2009,12:00,3.67
104,3/25/2009,12:20,5.64
104,3/25/2009,12:40,17.16
104,3/25/2009,13:00,23.18
104,3/25/2009,13:20,15.74
104,3/25/2009,13:40,12.68
104,3/25/2009,14:00,8.64
104,3/25/2009,14:20,11.51
104,3/25/2009,14:40,14.18
104,3/25/2009,15:00,15.36
104,3/25/2009,15:20,14.22
104,3/25/2009,15:40,12.97
104,3/25/2009,16:00,7.03
104,3/25/2009,16:20,9.59
104,3/25/2009,16:40,8.91
104,3/25/2009,17:00,7.38
104,3/25/2009,17:20,11.79
104,3/25/2009,17:40,6.02
104,3/25/2009,18:00,2.43
104,3/25/2009,18:20,6.36
104,3/25/2009,18:40,13.46
104,3/25/2009,19:00,14.69
104,3/25/2009,19:20,13.73
104,3/25/2009,19:40,12.81
104,3/25/2009,20:00,13.25
104,3/25/2009,20:20,10.49
104,3/25/2009,20:40,9.29
104,3/25/2009,21:00,2.56
104,3/25/2009,21:20,2.16
104,3/25/2009,21:40,2.22
104,3/25/2009,22:00,2.05
104,3/25/2009,22:20,2.02
104,3/25/2009,22:40,1.99
104,3/25/2009,23:00,1.88
104,3/25/2009,23:20,1.96
104,3/25/2009,23:40,1.78
104,3/26/2009,0:00,1.85
104,3/26/2009,0:20,1.73
104,3/26/2009,0:40,1.77
104,3/26/2009,1:00,1.62
104,3/26/2009,1:20,1.82
104,3/26/2009,1:40,1.9
104,3/26/2009,2:00,1.84
104,3/26/2009,2:20,1.77
104,3/26/2009,2:40,1.98
104,3/26/2009,3:00,1.87
104,3/26/2009,3:20,1.68
104,3/26/2009,3:40,1.94
104,3/26/2009,4:00,1.62
104,3/26/2009,4:20,1.6
104,3/26/2009,4:40,1.63
104,3/26/2009,5:00,1.49
104,3/26/2009,5:20,1.83
104,3/26/2009,5:40,1.39
104,3/26/2009,6:00,1.42
104,3/26/2009,6:20,1.52
104,3/26/2009,6:40,1.47
104,3/26/2009,7:00,1.57
104,3/26/2009,7:20,1.81
104,3/26/2009,7:40,1.66
104,3/26/2009,8:00,1.65
104,3/26/2009,8:20,1.73
104,3/26/2009,8:40,1.97
104,3/26/2009,9:00,2.31
104,3/26/2009,9:20,1.82
104,3/26/2009,9:40,1.64
104,3/26/2009,10:00,1.85
104,3/26/2009,10:20,2.21
104,3/26/2009,10:40,1.69
104,3/26/2009,11:00,1.69
104,3/26/2009,11:20,1.44
104,3/26/2009,11:40,1.49
104,3/26/2009,12:00,1.95
104,3/26/2009,12:20,1.46
104,3/26/2009,12:40,1.43
104,3/26/2009,13:00,1.56
104,3/26/2009,13:20,1.39
104,3/26/2009,13:40,1.59
104,3/26/2009,14:00,1.56
104,3/26/2009,14:20,1.78
104,3/26/2009,14:40,1.55
